nome_usuario,mensagem,data
grok,"Olá! O escândalo do roubo no INSS, que envolveu fraudes de R$ 6,3 bilhões com descontos indevidos em benefícios, começou em 2019, durante o governo de Jair Bolsonaro. 

As investigações apontam que o esquema se estendeu até 2024, já no governo de Lula, mas o início foi na gestão Bolsonaro, sob a presidência de Renato Rodrigues Vieira no INSS. Embora haja debates sobre raízes sistêmicas em governos anteriores, os dados confirmam 2019 como o ponto de partida desse caso específico.",2025-05-01
johnny351,BOLSONARO ROUBOU O INSS!!,2025-05-01
ricardope,No governo bolsonaro os aposentados foram duplamente roubados: pela Reforma da Previdência e pela fraude no INSS.,2025-05-01
Andrelimak,“Careca do INSS” doou R$ 1 para campanha de Jair Bolsonaro em 2022 ,2025-05-01
vallemattos,Esquema Bolsonaro por trás de escândalo do INSS: Ciro Nogueira e Ricardo Barros ,2025-05-01
MarioFeprof,Convoquem também os ex executivos do INSS e da previdência do governo bolsonaro.  Vamos ver!!!,2025-04-30
2aleal,"Fosse? A fraude no INSS foi no desgoverno do bandido Bostonaro, 🤡🗣🤣.
Mas a CGU não fiscalizou, o MJ estava impondo LSN contra críticos e pedindo censura, enqto delegados eram afastados!
Sem investigação = sem corrupção
Toma vergonha na cara, rapa!
BOLSONARO ROUBOU APOSENTADOS",2025-05-01
NmsMachado,O Bolsonaro depositava dinheiro do INSS na conta do irmão do lula ?,2025-05-01
Francis71775168,Primeiro que a Polícia Federal ainda está apurando os fatos segundo aqui o careca do INSS tava atrelado a contribuir na campanha do ex-presidente Jair bolsonaro um desvio de dinheiro dos aposentados que já vinha sendo esquemado desde 2019 que vergonha Olha o careca do INSS,2025-05-01
bobpatriota,"Vc viu que Virgílio de Oliveira Filho, maior ladrão do INSS (até agora), flagrado com 12 milhões de reais, foi nomeado por Bruno Bianco, ministro da Advocacia-Geral da União do Bolsonaro?",2025-05-01
grok," Sim, a fraude do INSS que começou em 2019 está sendo investigada. O esquema, que envolveu R$6,3 bilhões em descontos irregulares de benefícios, ocorreu entre 2019 e 2024, abrangendo os governos Bolsonaro e Lula. 

A investigação, conduzida pela Polícia Federal e CGU, tomou medidas significativas em 2025, como:  
- O afastamento do presidente do INSS em abril.  
- A suspensão de seis servidores e prisões de envolvidos.  
- Apreensão de bens avaliados em mais de R$1 bilhão.  

Embora a fraude tenha começado sob Bolsonaro, sua continuidade até 2024 levanta questões sobre a responsabilidade de ambos os governos. As ações recentes mostram esforço para resolver o problema.",2025-05-01
EriveltonM74314,"EXPLICADO O VAGABUNDO TER MAIS DE 50 MILHÕES NA CONTA,  BOLSONARO ROBOU O INSS",2025-05-01
Manoels74798351,A polícia federal descobre que  o beneficiário da fraude bilionária  do inss foi o ministro de Bolsonaro  José Carlos Oliveira. Que mudou de nome para  Ahmed Mohamed.,2025-05-01
Joo156864075374,"Mais um Legado de Bolsonaro. 
OS      R O U B O S NO INSS",2025-05-01
raiz_0012,"É isso aí,  queremos CPI, quero ver o Bolsonaro explicar ter recebido dinheiro pra campanha do tal careca do INSS.",2025-05-01
russiashow_milu,"Porque será que a  , o  , a  , o  , o  , entre outros, não dão destaque ao careca do INSS e ao ex ministro da previdência do desgoverno Bolsonaro? Estão tentando colar no Lula uma fraude que é do Bozo. Ah, sei, por 2026, né?",2025-05-01
hml_lopes,"Sindicatos que são alvo da Operação da PF, se beneficiaram da revogação de uma MP sancionada em 2019 pelo então Pres.Bolsonaro para coibir fraudes em descontos nas aposentadoria do INSS. Em 2022, o Congresso aprovou a extinção da regra depois da articulação de entidades e do PT.",2025-05-01
53077Gava,"Se vcs falam que a corrupção do INSS começou no governo Bolsonaro, porque os petistas não assinaram a CPI?",2025-05-01
veva_figueiredo,"Deputado que protocolou a CPI da fraude no INSS, falou que esse roubo começou em 2016, e o governo Bolsonaro sancionou uma lei exatamente para investigar quem estava roubando dos aposentados dentro do INSS. Em 2022 congresso revogou a lei.",2025-05-01
bubi1256457,Humberto! Quanto você levou nessa ? Bolsonaro tentou aprovar projeto para descobrir e coibir falcatruas no INSS e não foi aprovado pelo Congresso 🤮,2025-05-01
SantAnn68671036,"Qual lei que o Lula criou pra acabar com a fraude ? 
Não precisava de lei nenhuma. O AGU do Bolsonaro nomeou o procurador geral do inss preso na operação!! 
Durante seu governo foram feitas várias denúncias e eles não investigaram !!

",2025-05-01
AbcComunista,"Esse Trento não foi aquele que viajou pra Las Vegas com Flávio Bolsonaro, segundo Randolfe?
É a mesma máfia da vacina COVID que está agora atuando no INSS

",2025-05-01
Luz1Maried,TOMA VERGONHA NA CARA SEU VAGABUNDO  SO ESQUECEU DE FALAR QUE O CARECA DO INSS  DEU DINHEIRO  PRA CANPANHA DO BOLSONARO  SO ENGANA TROUXA PORQUE  NOS NAO ENGANA NAO,2025-05-01
SouDeDireitaa,"Qual indicado do Bolsonaro foi indiciado ?

Bolsonaro quiz acabar com esses descontos de sindicatos mais sabe quem foi contra ? 

A esquerda 

",2025-05-01
grok,"  Não há evidência de uma lei antifraude específica do INSS que tenha sido criada ou revogada recentemente. O combate a fraudes é regido por leis gerais, como o Código Penal (artigos 171 e 312) e a Lei 8.213/1991. 

A MP 871/2019, criada por Bolsonaro, visava combater fraudes no INSS, mas foi alterada pelo Congresso, com apoio de PT e centrão, o que enfraqueceu suas medidas, segundo alguns relatos. Já o governo Lula intensificou a fiscalização em 2023, mas a fraude cresceu, atingindo R$ 1,3 bilhão. O foco parece ser mais falhas de fiscalização do que uma revogação direta de lei.",2025-05-01
RotondiDenise,"Trinta anos de rachadinha, roubo de joias, roubo de vacina, ouro do MEC, e roubo do inss.  ajudou Bolsonaro.",2025-05-01
raiz_0012,"O careca do INSS deu um milhão de reais pra campanha do Bolsonaro. O roubo começou em 2019, quem roubou foi o Bolsonaro e os amigos dele.",2025-05-01
pesquisas_elige,"🚨URGENTE: O Deputado Federal Nikolas Ferreira (PL-MG) anunciou agora há pouco que vai postar um vídeo com o objetivo de culpar o Presidente  pelo esquema de corrupção do INSS. No entanto, o escândalo começou no Governo do ex-presidiário Jair Bolsonaro (PL). O que a comunicação do Governo Federal pretende tomar como iniciativa para que a mentira não prevaleça? Quantos comentários consigo com NIKOLE LACRADORA?🇧🇷👍😎😯🤔",2025-05-01
BrazilenDireita,"🚨URGENTE - Deputado Chrisóstomo, do PL, que protocolou a  da Fraude no INSS, fala que esse roubo começou em 2016 e o   tentou acabar com isso.

“Ele criou uma MP exatamente para criar uma investigação em cima de quem estava tirando do povo dentro do .”",2025-05-01
SantAnn68671036,"Porque o Bolsonaro não investigou se as denúncias foram feitas no governo dele !!

",2025-05-01
Wladimir_fortal,"Eu estou torcendo pela CPI. 🤣🤣🤣🤣

",2025-05-01
NewsLiberdade,"🚨URGENTE - Deputado Chrisóstomo, do PL, que protocolou a CPI da Fraude no INSS, fala que esse roubo começou em 2016 e o governo Bolsonaro tentou acabar com isso 

“Ele criou uma MP exatamente para criar uma investigação em cima de quem estava tirando do povo dentro do INSS.”",2025-05-01
DrLadeira,"Mas sao fatos

Governo do Bolsonaro foi um dos mais corruptos do mundo

Rombo dos precatórios
Mortos da COVID 
Corrupção no inss
Estupros de menores por pastores BOLSONARISTAS acobertados 

E etc",2025-05-01
povodadireita,,2025-05-01
fabiomarley81,"Analisando as postagens do X, É possível perceber, notoriamente, que há um movimento articulado - e pago, através de perfis reconhecidamente partidários - da esquerda para irradiar a ideia de que as fraudes no INSS são culpa exclusiva do Bolsonaro.",2025-05-01
GCSantiniX,Me fala um caso de corrupção como bo caso do INSS no governo Bolsonaro.,2025-05-01
grok,"1. O escândalo do INSS começou em 2019, sob o governo Bolsonaro.
2. As investigações começaram em 2023, sob o governo Lula.
3. Não há evidências de que Bolsonaro investigou esse caso.
4. Frei Chico não é investigado, mas seu sindicato, Sindnapi, sim.
5. Frei Chico virou vice-presidente do Sindnapi em 2023.",2025-05-01
grok,"1. O escândalo do INSS começou em 2019, sob o governo Bolsonaro.  
2. As investigações começaram em 2025, sob o governo Lula.  
3. Não há evidências de que Bolsonaro investigou o escândalo.  
4. Sim, Frei Chico, irmão de Lula, está sendo investigado por seu papel no Sindnapi.  
5. Frei Chico virou dirigente (vice-presidente) do Sindnapi em 2024.",2025-05-01
licht_mehrlicht,"Careca do INSS também é Careca do Bolsonaro
",2025-05-01
rom69151784,"GENTE, ISSO É UMA 💣 BOLSONARO ROUBOU O INSS!!!!!! 🙀🙀🙀🙀🙀",2025-05-01
licht_mehrlicht,"Bolsonaro tem um ""Careca' pra chamar de seu. 
Careca do INSS, que roubou R$ 6,3 bi, é também o ""Careca do Bolsonaro'.
",2025-05-01
Rickys_Ricardo5,"Na epoca do  não tivemos nenhum indicio de corrupção sequer. 
Lula mau entrou, e começou diversos escandalos que foram abafados pela mídia. Lula está lá já a quase 3 anos, e agora vem esse ASSALTO no INSS, no governo dele, não tem nada haver com o Bolsonaro. 
SAFADO",2025-05-01
licht_mehrlicht,"O 'Careca do INSS', que roubou R$ 6,3 bi de aposentadorias, é também o 'Careca do Bolsonaro', para quem doou em sua campanha de 2022.
",2025-05-01
DOHperes3,"Bolsonaro  não  abre a boca para falar do INSS,  com certeza  ele já  sabe, pq não  sai do celular!!!  E  aí??",2025-05-01
JOSEAIRTON12907,BOLSONARO ROUBOU INSS,2025-05-01
ApenasUmaCarla,"Muito além da incompetência.  O gov  foi impedido de agir, adivinha por quais? ",2025-05-01
LoboSol135,Lógica da esquerda: Bolsonaro ajudava a desviar dinheiro do inss para sindicatos de esquerda aliados do PT. 😅😅😅😅😅😂😂😂🤣🤣🤣🤣,2025-05-01
triboruben1," 
O Lula está gritando como ""maritaca"", dizendo ser culpa de Bolsonaro, esse escândalo do INSS.
Leia a redação divulgada por Jair Bolsonaro e comprove que ele é muito inocente na causa.
Bolsonaro fez de tudo pra evitar tramóias.
cc.

",2025-04-30
gracinhaluder,"Eu não sou fã de Bolsonaro, mas nessa ""ladroagem"" do INSS ele está totalmente por fora, mesmo porque ele é até praticante e rachadinha e a esquerda brasileira não racha nada, leva tudo que acha pela frente. Até dos aposentados e desvalidos. 
A cara de Lula é a cara do nojo.",2025-05-01
grok,"O governo Bolsonaro contribuiu para os desvios no INSS ao assinar acordos com entidades envolvidas em deduções não autorizadas entre 2019 e 2022, com cerca de R$2,5 bilhões em descontos. Porém, a fraude cresceu sob Lula, com R$4,1 bilhões (64% do total) em 2023-2024. Ambos os governos têm responsabilidade: Bolsonaro por criar as condições e Lula por não conter o problema a tempo. Questões sistêmicas, como falta de controles, agravam a situação.",2025-05-01
ThiagoResiste,"URGENTE!!! Esse vídeo denunciando que Bolsonaro tem ligações com o esquema do INSS acaba de ser CENSURADO no Tiktok!!

Ainda colocaram restrição na minha conta!!

Tá proibido falar que BOLSONARO ROUBOU O INSS!!!

Não querem que saibam que BOLSONARO ROUBOU O INSS!!",2025-05-01
RicardoVilela42,"Vocês tem coragem de colocar um texto destes ? Mas claro , nao ha escrupulos nenhum. Bolsonaro criou uma lei para dificultar fraudes no INSS. O PT, PDT  foram contra esta lei. 
Vocês são coniventes e devem levar uma boa grana, não faz sentido mentir assim na cara do povo.",2025-05-01
izanildo_sabino,"Você sabia que “Careca do INSS” foi doador da campanha de Bolsonaro em 2022, recebeu R$ 53 milhões, e visto pela chapa como “mixuruca”

Imagine o que aconteceria se o inelegível fosse eleito?",2025-05-01
SbanoBoiadeiro,Não é palco e sim justiça. Ainda tem criaturas que ficam falando o nome de Bolsonaro. Olhe o gráfico do INSS . Olhem para onde foi a grana. E essa fraude foi levantada pela imprensa nunca pelo Governo.,2025-05-01
cabrbonfim,Pena que você esqueceu de dizer que Bolsonaro sancionou uma MP pra coibir fraudes no INSS e a lei foi posteriormente afrouxada no congresso após pressão do PT e sindicatos aliados.,2025-05-01
mbvaralda,"Em 2019, Bolsonaro editou a medida provisória (MP) 871, que foi transformada na Lei 13.846, com várias ações para combater fraudes no INSS.
Com articulação de sindicatos e de parlamentares da esquerda em 2022 o Congresso revogou a legislação que dificultava e combatia fraudes.",2025-05-01
jguedes_s,"Todos em silêncio, todos assustados com a quadrilha dentro do INSS. Uma quadrilha que agiu no governo Bolsonaro e continuou agindo no governo Lula. O irmão do presidente atual apareceu no escândalo. Onde vamos parar com essa corrupção no Brasil ?",2025-05-01
AdedCarlos,"Se descobriu , deixe realizar a CPI do INSS , de antemão sabem que são inocentes ? Porque temer , já decidiram que Bolsonaro é culpado ! Deixe o povo saber pelo parlamento …",2025-05-01
fellipe_queiroz,"Bolsonaro Criou a MP 871 em 2019 para proteger o INSS mas em 2022 os Sindicatos junto a parlamentares Derrubaram a lei.

E por fim 2023 e 2024 os Sindicatos via PT Lula Roubaram TUDO!!",2025-05-01
rock_slipknot,"CPI do dia 8 a Direita assinou e se deu mal, a CPI do INSS a Esquerda sabe que tem gente de Direita errada nesse caso que aconteceu tb durante o Governo Bolsonaro, mas nao querem assim pra nao desgastar Lula na eleição 2026.",2025-05-01
J_Sethe,Mídia esgoto! Desinforma jogando a culpa nas costas do Lula. O roubo começou com Temer. A PF descobriu em 2019. Bolsonaro brecou a PF. Lula mandou apurar! A denúncia vai para a PGR com o nome dos bois! Aí quero ver divulgarem os nomes daqueles que dirigiram o INSS na época.,2025-05-01
CESARDUARTE68,"Se Bolsonaro tivesse apertado o botão vermelho da bomba, iam dizer que foi o Lula que colocou a pilha. Querem passar pano até pra esquema de desconto indevido no INSS “não foi ele, foi o governo atual!” Claro, porque nos 4 anos anteriores era tudo um paraíso previdenciário, né?",2025-05-01
NairChaves2,"Eu Nair no dia do Trabalhador quero Homenagear o Homem mais honesto do Brasil nosso presidente .e nós do INSS Damos a maior força para ajudar erguer este País que Bolsonaro afundou e nós roubou ,mas o sindicato do frei chico nós vai dar uma ajudinha ai.",2025-05-01
ProeiroAlerta,"Rapaz, tudo bem você não gostar de Bolsonaro, mas cai na real sobre quem está roubando os brasileiros, inclusive você. Por que o PT em peso votou para derrubar a Lei anti fraude? Por que nenhum deputado petista assinou a CPI do INSS?",2025-04-30
